text,sentiment,urgency,confusion
"Hello, I´m <nameRedac_<anon_screen_name_redacted>>, from Brazil. Are you enjoying the course??",1,0,1
"Hi everyone, I´m <nameRedac_<anon_screen_name_redacted>>, from Brazil. This is a great opportunity to learn more and make meet new people.",1,0,1
"Wow, I'm a EE undergraduate student in China too! So happy to see someone from that same country!",1,0,1
The correct answer is lacks :),1,0,0
I want to know that too!!,1,0,1
"O.K., I've caught up now._x0007__x0007_Be careful with the variance in the figure in regard to the 'neonatal population' as neonatal is a term that can apply to any class of mammal, not just humans. So, this could well be in reference to a trans-species study. _x0007__x0007_Also, the term 'clinical seizure' generally refers to epilepsy. It may apply to other neurological disorders, but I have never run across any instance of it.",1,0,0
Hey! _x0007__x0007_I am from Athens too. I hold a MSc and BA in Psychology and will soon apply for a PhD in the US._x0007__x0007_Great to join you all here :)_x0007__x0007_-Tia_x0007__x0007_ps= i think a couple of other Hellenes participate in this course too.,1,0,1
"hey I am <nameRedac_<anon_screen_name_redacted>> from Andhra pradesh..doing my masters in Pharmacology,hope to learn a lot from this course too.",1,0,1
"Enjoyed this segment very much. _x0007__x0007__x0007_I had a couple of questions about your edit:_x0007_Is saying that something affects cancer the same as specifying that it affects the  initiation and progression of tumors?  And regulating microRNA activity may not always mean binding of microRNA on RNA, right? How do you decide how much to read into a sentence?_x0007__x0007_Thanks!",1,1,1
"Here are mine, with notes. It's not necessarily the right way or the only way:_x0007__x0007_~~~~~~~~~~~~~~_x0007__x0007_(1) \Anti-inflammatory drugs may be protective for the occurrence of Alzheimer’s Disease.\""_x0007__x0007_Anti-inflammatory drugs may inhibit Alzheimer's Disease reoccurrence._x0007__x0007_(2) \""Clinical seizures have been estimated to occur in 0.5% to 2.3% of the neonatal population.\""_x0007__x0007_Estimates of epilepsy, in the neonatal population, occur between 0.5 and 2.3%._x0007__x0007_(3) \""Ultimately p53 guards not only against malignant transformation but also plays a role in developmental processes as diverse as aging, differentiation, and fertility.\""_x0007__x0007_P53 suppresses tumours and assists in aging, differentiation and fertility processes._x0007__x0007_(4) \""Injuries to the brain and spinal cord have long been known to be among the most devastating and expensive of all injuries to treat medically.\""_x0007__x0007_Nervous system injuries are devastating and among the most expensive to treat. (A lot of waffle here. It doesn't matter 'how long'. How else is a medical condition going to be treated but medically, unless we are among the Maasai and witchdoctors are in fashion? 'Brain and spinal cord' are both central to the nervous system.)_x0007__x0007_(5) \""An IQ test measures an individual’s abilities to perform functions that usually fall in the domains of verbal communication, reasoning, and performance on tasks that represent motor and spatial capabilities.\""_x0007__x0007_IQ tests measure an individual's abilities in relation to analysis, visualisation, reasoning, deduction, verbal and written expression. (And, as an indication of intelligence level, totally useless, especially in regard to the theory in association with inherited intelligence. It can be congenital, but not inherited. In my humble opinion, I.Q. tests are a load of bullshit.)_x0007__x0007_(6) \""As we can see from Figure 2, if the return kinetic energy is less than 3.2 Up, there will be two electron trajectories associated with this kinetic energy.\""_x0007__x0007_Figure 2. There will be two associated electron trajectories, if the return kinetic energy is less than 3.2 Up.""",1,0,1
"No, the original statement doesn't say that anti-inflammatory drugs prevent Alzheimers, just that they *may* prevent it from reoccurring. What is asked for is a shorter, more precise statement of the same thing. This is a different statement._x0007__x0007_Well, to me, it sounds like a 'malignant transformation' has a medical aspect. In the medical world, what would a 'malignant transformation' be? If you understand that, you will not find it hard to understand what p53 probably is, or at least make a good guess. To me, it sounds like a drug, enzyme or hormone.",1,0,0
My name is <nameRedac_<anon_screen_name_redacted>> from Mexico! =),1,0,1
"I've just seen the video which comes along after the exercise for some reason. I disagree with at least one example, off the top of my head, and that's the one that deals with p53._x0007__x0007_Eradicating 'developmental processes' like that is too severe and changes the meaning of the sentence. It plays roles in aging, differentiation and fertility, but the sense as to whether these roles are positive or negative has now completely disappeared.",1,0,1
"Hi, Catalina. Cordial greeting. I'm <nameRedac_<anon_screen_name_redacted>>, from Colombia too. Hope you have a good performance during this course.",1,0,1
"Hi, everybody, I'm from Japan. I am glad to take this course. I receive a good impression for the videos at first. Fine examples make ESLers like me understand easily. Although I might not finish the course, I keep up with it as far as I can.",1,0,1
Thanks!,1,0,1
same problem with me (using chrome as well),1,0,1
"The next one is too._x0007__x0007_'devastating and expensive' (to treat medically)_x0007__x0007_Without some level of qualification, where lies the level of devastation and expense?_x0007__x0007_ - In the treatment?_x0007_ - To the social context?_x0007_ - In terms of funeral services and real estate for graveyards?_x0007__x0007_It doesn't require 'to treat medically,' but at least 'to treat' to provide context.",0,0,1
"OMG. First time I answered \new\"", after that I answered \""innovations\"", but correct answer was \""new innovations\"", my God! My English is not good :(( Maybe it's because I'm from Syberia? Please give me more chance! :))""",0,1,1
"Hi all, _x0007__x0007_During this course, we need to Practice numerous examples, Edit peer work, and to keep track all of our homework and assignments. We can store all of them in our local hard-disk but it will be much more beneficial, to have a storage area which is accessed both online - offline, and highly portable. You can do a part of the assignment in home and complete the rest in school or office. _x0007__x0007_Which also keeps track of all the edits we made for one month (works like automatic backup system). This will allow us to keep our hard worked assignments in a much safer place to constantly review, edit etc._x0007__x0007_You just need only one free tool called Dropbox which you can register and use from the link below,_x0007_https://db.tt/ieXUJdlU",1,0,1
"Hi, DWR: Thinking over about your first question I moved the example to geography._x0007__x0007_If something affects Texas and Massachusetts, does it not affect United States?_x0007__x0007_If I'm in FarFarAway is the same if the affected states are those or others. But if I'm in Ohio, the specified information in this case could be important. I mean, you could express same information in many ways, but a good method for picking up one way or another is relative to the readers article is focused on. For me, having no idea in medicine, cancer progression or cancer initiation is cancer. But for the reader this article is aimed, could not be the same._x0007__x0007_(So long. I need to cut it).",1,0,1
Saludos desde Tijuana. Te deseo éxito!,1,0,1
"Indeed, if you could observe the population you would not end up with a range. But the clause \clinical seizures occur in 0.5% to 2.3% of the population\"" does not make it clear where this range comes from, because there is no mention to \""estimation\"" or \""sample\"". A statistitian may figure it out right away, but the common reader will be left in doubt.""",1,0,0
"IMHO if the writer's thoughts are that convoluted and require that much untangling logically by an editor, then it (the content) best be completely reworked and then reworded to reflect that revised thinking.  I don't agree 100% that the suggested answer is more a summary than revision, because the original thought as given (I'm not sure I want to impute anything here) was very confused.  I eliminated the many subjunctives and words connoting possibility (may, argued, might, extent, might) to arrive at the clearest example; if I had included those words, it would almost have become nonsensical...as given.  The full explanation of the lack of logic in that original sentence with the hypotheticals included would take too long and is not for this forum.",1,1,1
I need download link for this video because I am unable to watch it . Will anybody help me,0,1,1
Someone can help me with this sentence._x0007__x0007_serve as a catalyst._x0007__x0007_It is correct to replace with the word Use????,1,1,1
Brain and spinal injuries are the most devastating and expensive.,1,0,1
"I ponder (that) things could work in reverse if we omitted all use of \that\""; because for \""that\"" to be used as a determiner e.g. to indicate \""that chair\"", we might need a whole raft of words. _x0007__x0007_However, in the context of 'that' functioning as a connective, I do find the omission of 'that' aesthetically pleasing. Great stuff!""",1,0,0
"Hi! _x0007__x0007_I'm <nameRedac_<anon_screen_name_redacted>> from Poland. Currently I'm doing my PhD in a field of molecular immunology at Turku University, Finland. The course is really exciting for me and even a bit '**addictive**'. I just love the quizzes._x0007__x0007_Thank you Kristin and your team for organizing such as wonderful course. I appreciate your time and effort put into preparing it._x0007__x0007_All the best,",1,0,1
"I was careful enough and pasted the phrase \new innovations\"" but got it wrong!_x0007__x0007_Too bad to miss marks due to the stupidity of the computer.""",0,0,1
"Hi kristin,_x0007_I didn't expect that the first unit itself will answer my previously posted question. This session was highly informative and I learnt new things._x0007__x0007_Thanks!_x0007__x0007_p.s. I already started to edit my lines... (had earlier written \itself will give me the answer to my previously...) ;)""",1,0,1
Thanks for advice!,1,0,1
Weird... it was accepted in the second trial. Notice that I eliminated all padding spaces.,1,0,1
"True! Kristin, please guide.",1,0,1
Clinical seizures occur in 0.5% to 2.3% of neonates (citation).,1,0,1
"I wrote \Lacks.\"" and it said it was wrong. Are you using the \"".\"" at the and and the capital letter here? Thanks""",1,1,1
I've found that single word answers do not require capitilisation and punctuation (eg. entering 'lacks' gets you the point but 'Lacks' or 'lacks.' won't) whereas marked sentences need capitilisation and full stop (eg. 'He lacks something.'),1,0,1
"hi vahidzolf:). _x0007_I'm from Iran, too and I'm happy not to be alone here.",1,0,1
"Dear Greg,_x0007_I have a problem with quiz 1.5A and 1.5B. In quiz 1.5A I had no credit because the first letter of sentence is uncapitalized; in quiz 1.5B I had no credit because the sentence lacks of full stop. Can you correct my answers?_x0007_Thank you in advance,_x0007_<nameRedac_<anon_screen_name_redacted>>",0,1,1
"Hi, My name is <nameRedac_<anon_screen_name_redacted>>, and live and work in the Netherlands. Although I am already a writer and editor, I am joining the course to improve my own skills. Good luck everyone.",1,0,1
"I think adding -about- after in, will improve fluency and precision.",1,0,0
"Yes, that too was my first answer but \X\"" . I thought they wanted to emphasize the uniqueness of just one student passing the exam so my second answer attempt was to put back the word \""Only\"" which resulted in another red \""X\""""",1,1,1
"Yes, Raj.  I have a \.\""  after the sentence.""",1,0,1
Figure 2 shows that for return kinetic energy of less than 3.2Up has two associated electron trajectories.,1,0,0
"I spent so much time thinking about this word. I thought \lack, miss, absent...\"" and i didn't think that the form of verb plays role (notice: \""has\"", not \""have\"")""",1,0,1
"Hi,  are we going to be allowed to re-enter answers to 2.4C now that it takes the British version of the word ?",1,1,1
"I found the following Instructions in the Assessment Panel :_x0007_\Here are a list of open ended problems for this course._x0007_You have not attempted any open ended problems yet.\""_x0007_My questions are : _x0007_1. What are open ended problems?_x0007_2. Where can I find the list of open ended problems for this course?_x0007_Thanks,_x0007_Bires""",0,1,1
"It seems like we could also keep \not\"" for meaning.  \""He is not a good student\"" could mean he is a poor student or an average student.  Like in math, a non-positive number could be a negative number or zero.""",1,0,0
"Hi Kennedy,_x0007_Check on the section 'Lecture slides' above._x0007__x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
"When i submit the answer, the \show answer\"" button is enabled. Do i get lower scores if i look at the answers before pressing \""final submition\""?""",0,1,1
"An IQ test measures one's speech, reasoning or motor and spatial capabilities.",1,0,0
Even missing a '.' marks the answer as incorrect :(,0,1,1
"Thank you Kristin, Will this change reflect on the submitted quiz?",1,1,1
Figure 2 shows that return kinetic energies less than 3.2 Up have two associated electron trajectories.,1,0,0
"Hi, Valentyna! The world ?s so cramped - I'm from Ukraine too. You have a good and powerful speciality. Despite biochemistry is one of my favourite sciences and I'd studied it for 4 years, I decided to pursue my Master's in biomedical laboratory science.  _x0007_It was nice to meet you here. Sincerely, Yulia!",1,0,1
"So the editor must know what the writer exactly want to say. It's not only about the issues in this course but also some confusing problems in this one, right?",0,1,1
"Once we have completed all the homework questions using the \SUBMIT\"" button below each exercise, is there a final submission button to click?  I just want to be sure that I have correctly submitted my homework.  I don't see anywhere in our website that it tells us that our homework is complete and submitted.""",1,1,1
"hello all, im new t class,,i was unable to dwnload quiz,only video lectrs i hav seen,,so plz let me knw how t attempt quiz?",0,1,1
"I had to make some guesses on this one, since I did not talk with the authors. Usually when I'm editing something, I can ask the authors what they intended and this ensures that I get it right. But you won't have this luxury for the practice examples in this class, so sometimes you just have to use your best judgment.",1,0,1
"The auto-grader is not terribly forigiving, though we've tried to anticipate common errors. Just be as careful as you can on spelling and punctuation (cut and paste is a good idea!). We only have a handful of these types of exercises in the course, so they won't make up a large component of your grade. We just wanted a few non-multiple choice questions that give instant right/wrong feedback.",1,1,1
This is fixed now.,1,0,1
"Yes, this has now been fixed to allow sentences without a period at the end. And I believe the quizzes have been rescored accordingly.",1,0,1
The essays are coming later. Don't worry about the stray marks on the progress bar; I don't believe that means anything.,1,0,1
"This one I actually edited with the original student author. She confirmed my edit, but I apologize if the biology isn't right! It was a few years ago, so perhaps our understanding of the biology has changed since then?",1,0,1
"Hi, I'm Andrés. I'm from Colombia. I have a question about the lectures. Are the lectures in spanish? Thanks. I want to learn the writing process correctly.",1,1,1
The text for the practice exercises was probably (incorrectly?) substituted by the demo edit text for Week 1.,1,1,1
I learnt a new thing. Conversion of noun into verb makes the sentence look and sound precise and easy to understand. I shall certainly make a note of it.,1,0,0
Ref lecture 1.6: I feel it is incorrect to replace the word 'neonates' with 'newborns' as 'neonates' mean within 28 days of birth whereas the term 'newborns' is undefined.,1,0,0
"Oh, that pause-edit practice is indeed the best way to build the understanding of the logic. But to understand principles is not enough to master any practical skill. You need to grind. Your eyes, your ears and hands should also understand, and they're not nearly as smart as you =) So they need tons of boring typical tasks like the ones you see in quizes. It's like learning to dance. Before you are able to improvise, you need to learn the moves. To learn and polish._x0007__x0007_I know, one of my problems is the language. My grasp of English is not so strong, I'm just unable to devise many of these cool reformulations that I see in lectures and homework's answers.",1,0,1
You can check on the 'Progress' link if your homework is submitted.,1,0,1
Thanks a lot. :D,1,0,1
Thank you for the tips. The examples provided in the video makes me realize that I use many of these clutters in my writing. I have to work really hard to cut my clutter!!,1,0,1
That is right. to replace neonates with newborns will not correspond to the original meaning of the word.,1,0,0
"Woow, I did the same =) I think, \to treat\"" is urgent here, cos an expensive injury ...hmmm :/""",1,0,1
"If you are asked to insert an appropriate word, do you call it communication? _x0007_I agree with virgi that communication is the imparting or exchanging of information either in verbal or non-verbal form. If we had \communicating information about ...\"", then there is smth to cut, but in the case of \""verbal communication\"" it's unreasonable.""",1,0,1
Thank you so much! I knew I was missing something.  Cheers!,1,0,1
Good point!Thanks for your insight.,1,0,1
"2.4B doesn't seem to be correct, either.  Their \correct\"" answer is a noun, not a verb.  I entered the verb version of the word and it was counted as incorrect.""",0,0,1
"0.5% to 2.3% of newborns have clinical seizures._x0007__x0007_One thing more, I cannot download the video in *1.7 demo edit 2*. Is there any other way I can get this video? thx~",1,1,1
"In a simple way, **synergistic** corresponds when total (efect) is more than sum of parts. **Additive**, when total is equal than sum of parts._x0007__x0007_I agree with Caros 99. In your pharmacology case (according your above description), **additive** is better.",1,0,0
"Hi, my name is <nameRedac_<anon_screen_name_redacted>>, I'm from Brazil and I really enjoyed this first video.",1,0,1
"I edited the 2nd example this way._x0007_This experiment demonstrates, for the first time that laser driven particles accelerate in a structure-loaded vacuum._x0007_How important is it to retain the phrase \proof of principle\"" in the sentence?""",1,1,1
[smart] Participant that what to LEARN will not do it...,1,0,0
"Hi_x0007__x0007_What are you problem with videos? (describe it)_x0007_I suggest put it in a better place i.e: Tech Support (sub forum)_x0007__x0007_Regards, JP",1,0,1
"I have the same problem_x0007__x0007_> Hi, I have answered and submitted the quizz 1.5 correctly and my answers have been considered mistaken._x0007__x0007_Yes, I put the periord. Even I copy and paste. I don´t understand (automatic grading system criteria) but I learn :)",1,0,1
"Dear Kristin, _x0007_Yes. The issue was just with the short answer questions and I believe after reading some of the other posts, others have the same issue. _x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
I was also taken aback by that statement. removing the on would be omitting the relation between Monday and the meeting.,1,0,0
"Isn't this an example of redundancy ? It can be either \In this module\"" or \""In the next module\"" ?""",1,1,1
"Hello Rajhansa, Nice to meet you here too ! I can download the videos now.",1,0,1
"Hi Dr. Kristin and everyone:_x0007_I am <nameRedac_<anon_screen_name_redacted>> from Palestine-Gaza. It is my third online course and I find it useful, concise without extra un needed talk. It is nice to be with you._x0007_Best regards",1,0,1
Come on! Just a hint: I think it'll be easier to take out the head phones at the end of the videos out rather then have someone to edit the very nice videos.,1,0,1
"It is damaging the to be form i.e. \are\"" is coming quite late in the sentence in my opinion due to which impact is low.""",1,0,0
"Luckily, I had no such problem with any question. If something went wrong, I did that wrong. Quite interestingly, I did both units without listening to lectures or reading slides while still getting excellent scores. Had I read at least slides, I might have ended with 100% perfect scores.",1,0,1
"Hi,_x0007__x0007_how I read it: _x0007__x0007_Model Answer: \xxxxxxxx.\"" Your response does not **need** to match this model answer but should improve on the original.\""_x0007__x0007_I don't think there's a check to see if it matches, the sentence seems to mean \""don't worry if it does not match exactly\""._x0007__x0007__x0007__x0007_<nameRedac_<anon_screen_name_redacted>>""",1,0,1
Pretty cool to meet people from all over the world. I'm in Switzerland!,1,0,1
"That is hard to do at 2x playback, the end comes abruptly. And maybe this could be considered for the editing of the upcoming lectures.",1,1,1
"Also, and I am sure we get to this later in the course - for a manuscript for a peer reviewed publication,  we were **taught** to use the passive voice in the materials & methods section....?",1,1,1
I guess it really depends on the audience. For a scientific audience it may be too vague.,1,0,0
"I have the same problem, but it is normal among non-native speakers. Fortunately, google is a great help nowadays (but yes, the experience could be arduous sometimes).",1,0,1
"In the forth paragraph, you started a sentence with the word \but\"". I was always taught I could never start a sentence with \""but\"", \""and\"",... Is the edit right? Thanks for the great tips!""",1,1,1
"This interesting debate causes in me a power insight... Dr Kristin and partners thanks to open my eyes (and mind)!!!_x0007__x0007_1. If we keep **OPENMIND** and **FLEXIBLE** (adaptative) will be better._x0007_I percive too much language programming, prejudge, paradigm and dogmatism (in others forum´s threads too). Just isn´t contradict to **open** and **skeptical** actitude, own of science?_x0007__x0007_2. The key point is that active and pasive voices, **CO-EXIST**. There are not exclude. We have to use both, with criteria... Unfortunately nobody (even editors) can measure it._x0007_I think that principal problem is OVERusing that using either._x0007__x0007_3. In other hand, if editors by principal currents medicine journals (Science, Nature, PLoS, BJM , AMA, etc) and many styles recomendations, promotes active voice; you only have to follow or write a (disgust) letter to editorial commite :) Remember publish or perish..._x0007__x0007_4. KISS (keep it short and simple) is brilliant guide. If active voice don´t loose precision and rigorous; what´s the problem? isn´t seem \academic\""?, isn´t seem crytic and complicate? People speak in pasive voice in all cultures, isn´t. Natural speak is in active voice and it´s simple and understandable. _x0007__x0007_5. What´s it say neurolinguistics (evidence) about? What´s say Chomsky about? What´s say the EVIDENCE?_x0007__x0007_6. For many years I feel ridiculous overuse of pasive voice in sciwrite but was the \""rules\"" or style (old fashion?). I think that is analogous to slang of rappers, militaries... Need the sciencist built own jerom, or scientist only have to use technical terms when/where it´s necesary puting at key point his audience...?  _x0007__x0007_Happy weekend and enjoy it the course!!!_x0007__x0007_Best regards for all_x0007__x0007_JP, from Chile""",1,1,0
I commented elsewhere that we were taught to write materials and methods in the passive voice. in other parts of a manuscript you wouldn't need to use it all the time.,1,0,0
So am I! Where are you from and which motives did you have when applying for the course?,1,0,1
"**Anti-inflammatory drugs may prevent Alzheimer's Disease.** Is it possible to use \prevent\"" instead of \""protect against\"" ?""",1,1,1
Scientific writing should be short and stylish.,1,0,0
I would avoid a deficiency,1,0,1
"Looks fine to me. Shortening the process is part of the exercise, along with clarification._x0007__x0007_I haven't checked, but I seem to remember that the 'participation in ageing differentiation and fertility' is in a positive sense. Did you miss out on an element of information there?_x0007__x0007_I don't think the general meaning of the sentence is one of reducing these aspects, but one of developing them.",1,0,0
"I wrote this \Anti-inflammatory drugs may be preventative of Alzheimer's Disease.\"" What do you think?""",1,1,1
"\p53 prevents malignant transformation and reduces aging, differentiation, and fertility processes.\"" _x0007__x0007_I don't think this flys. Because the original content mentioned that that p53 \""plays a role\"" but does not mention what kind of role. Here you subscribe a characteristic that was meant for malignant transformation (reduce/prvent) Not the rest.""",1,0,0
"I did a similar clause reversal _x0007_\Figure 2 illustrates that two electron trajectories are associated with return kinetic energy less than 3.2 Up.\""_x0007__x0007_I like yours better though. :)""",1,0,0
"That is correct! Your answer doesn't need to match the model answer for this question. You need to assess whether your answer improves the original or not, and select the appropriate option accordingly._x0007__x0007_Raj",1,0,0
me too,1,0,1
"Thanks for raising the issue! We're in the process of fixing it. In the meanwhile, you can do the following:_x0007__x0007_1. *Don't view the video in the full-screen mode:* The lower part of the slide is cut off only when the video is in the full-screen mode._x0007_2. Download the lecture pdfs by clicking on the \Lecture Slides\"" link located at the top of the course webpage._x0007__x0007_Raj""",1,0,1
"Please don't discuss answers to homework questions on the forum, some of your classmates may not have attempted them yet! You will be able to view the homework answers after the deadline (October 1st) has passed._x0007__x0007_Raj",1,0,1
"The number of questions varies by quiz: the quiz in Section 1.2 only has 1 question, but the one in Section 1.5 has 3. To submit your quiz answers, please first click on \Submit\"", and then on \""Final Submit\"" to confirm your answers._x0007__x0007_Raj""",1,0,1
"Thanks Gift! As a further hint, jaime, the question is essentially asking you for the verb form of the noun \catalyst\""._x0007__x0007_Raj""",1,0,1
"The subtitles to the videos should be available for download soon. In the meanwhile, if you're viewing the videos on the course webpage or on youtube, you can use closed captioning, by clicking on the button labeled \CC\"" on the video frame. Most videos have closed captioning loaded already, and we'er working on adding it to the remaining ones._x0007__x0007_Raj""",1,0,1
IT seems like you're running into problems with your media player. Please use the VLC Media Player to view the videos. It's free to download from http://www.videolan.org/vlc/index.html_x0007__x0007_Raj,1,0,1
"I think it depends on how significant the findings are, since \prevent\"" implies a stronger effect than \""protect.\""""",1,0,0
"Witam, z tej strony <nameRedac_<anon_screen_name_redacted>> ;)",1,0,1
Chemistry ;),1,0,1
I had the same thing happen. It is quite jarring. It isn't possible to know when the video is about to end so you can whip out your headphones before the loud notice.,1,1,1
Thank you,1,0,1
"If you want to use protect against then you can say \Anti-inflammatory drugs may be protective against Alzheimer's disease\"".""",1,0,0
In a scientific article it can make a difference .,1,0,0
In my view that is not right.,1,0,1
"Are here any Chinese students? Youtube is also banned here, I just download the class video and watch them,too.",1,0,1
"i answered all short questions correctly , yet it marked incorrect 0/1 ! _x0007_the \hidden answer\"" Matches my own answer ! _x0007_what should i do ?""",0,1,1
"Could somebody tell me what the blue clock icon means which often appears at the end of the course video title in the Courseware page?_x0007__x0007_Thank you in advance._x0007__x0007_P.S. Thank you, HealingGuy, for your reply. (I'm saying this here because it seems that the site does not give an option to stay anonymous when posting a response.)",1,1,1
Nice comment,1,0,1
You made really very smart edits. I am impressed. Thanks for sharing.,1,0,0
"Exactly! It needs some level of social, financial, medical or psychological explanation._x0007_The sentence also requires 'medically' from a technical aspect. The point is here we are talking 'Scientific Writing'. So not only do we have to economize ruthlessly, but at the same time, we have to watch out for the 'scientific' expense at which we do that.",1,0,0
It means that particular video lecture or exercise is accompanied by a quiz,1,0,1
"<redacted>, you are  right! I don't think \newborn\"" does justice to \""neonate\"". Technically, neonatal stage lasts for 28 days of extra-uterine life i.e., outside the uterus or taken informally, the first month of extra-uterine life. However, the term \""newborn\"" can invariably be applied to a premature infant, postmature infant and even full term infant. An \""infant\"" is a child between the ages of 1 month and 1 year.""",1,0,0
"Deleting \to treat medically,\"" I feel, changes the meaning. The edited version in the above presentation implies that the injury is expensive, not the treatment. Therefore, I'm wondering if \""Brain and spinal cord injuries are among the most devastating, and their treatment, most expensive.\"" or \""Brain and spinal cord injuries are the most expensive and are costly to treat.\""_x0007_I know that \""most\"" is being repeated in the first example, but I couldn't get a better alternative. Suggestions/corrections are most welcome.""",1,0,0
regarding the first statement: Anti-inflammatory drugs may be protective for the occurrence of Alzheimer’s Disease._x0007__x0007__x0007_Alzheimer's Disease may be protected by anti-inflammatory drugs._x0007_( Would it be wise to interchange the subject and predicate .... I tried it once in the quizzes but it came out wrong,1,1,1
same here,1,0,1
"I would say that \prevent\"" is a long-term action that means to avoid the risk of developing the disease in the future. \""Protect against\"" has a lower strenght and doesnt't imply a 100% effect. Even when the symptoms have started, the drug can have a slight protection effect.""",1,0,0
"It happened to me as well. In one the quizzes, the only \mistake\"" I did, compared to the correct sample, was that I did not put a full stop. When I then used my second chance including it, it would not recognize it and still mark it as incorrect!""",0,1,1
"Hey _x0007__x0007_Hello everyone and Dr. Kristin , My name is <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> ( I know really long) , I'm from India , hope I have as much fun as in your statistics course",1,0,1
"Hello, _x0007_In my progress line I saw a cross in essay 03, but I cannot find where are the instructions for the essay, can someone help me? Thank you",1,1,1
I totally agree with all of you :),1,0,1
"You missed the Up (and it is rather important). But for the rest, I like it.",1,0,1
"I mean, verbal is an adjective, so it needs a noun. So form the edited sentence, the noun that should now go with it would be \abilities\"". \""Verbal abilities\"" is not so bad, but my problem now is that \""reasoning\"" can be a noun as well, thus breaking the association between \""verbal\"" and \""abilities\"". So my impression when reading the sentence is that there is something missing._x0007__x0007_**Sorry, it's \""capabilities\"" instead of \""abilities\"", but my reasoning still stands\"".""",1,0,0
"is automatic grading really that sensitive? i found that my answer are true and the only thing i missed was letter case at the beginning of sentence, but my answer is marked wrong. Could you help me?",0,1,1
"I didn't like the edited sentence about brian and spinal chord injuries, so I just did a little experiment. I showed the sentence to somebody who is not following the course, so he doesn't know the original meaning._x0007__x0007_His opinion was that the last part sounded wierd, as if something was missing. So, in my opinion, this is enough to put the \to treat\"" back at the end._x0007__x0007_(I did the same with the sentence about the IQ test, but in that one he wasn't able to tell me why he didn't like it, end ended up deciding it might be okay.)""",1,1,1
Use the active voice instead of passive,1,0,0
"Thank you very much, but I wrote those 2 correct answers in the 2 attempts and they appeared as incorrect...",1,0,1
"Hi madam _x0007_I'm mbbs graduate preparing for AMC AUSTRALIA _x0007_I WANT TO IMPROVE my writing skills inorder to pass Ielts exam, will this course helps me to get band 7.5,_x0007_And I think if I write any journal in future, will this course helps me",1,0,1
Hello everybody! The course is being even more exciting than expected! Regards from Spain! ;),1,0,1
"Iam not clear about Model Answer,if my answer is same as model answer,I have to click for 0 points or on 1 points. _x0007_Model Answer: Your response does not need to match this model answer but should improve on the original. _x0007_1 points : My response improves the original.",1,0,1
"Hey,_x0007__x0007_There might already be a post similar to this, but I couldn't find one so I decided to start my own!_x0007__x0007_What I'm curious about is very simple: **Where** are you from, **what** do you do, and **what made you apply** for this course?_x0007__x0007_Myself I'm a Swedish second year medical student that will during at least two times of my education be doing research and producing articles on it. So why not start practicing already? I also hope to do research once I graduate beside clinical work, so article writing skills will be critical if I want to get somewhere._x0007__x0007_Looking forward to hear your current locations, occupations and motives!_x0007__x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
"Hello everybody! My name is <nameRedac_<anon_screen_name_redacted>>, I am a Biologist and I am studying a ScMaster now. Great presentation!",1,0,1
"Hi, It's <nameRedac_<anon_screen_name_redacted>> A. <nameRedac_<anon_screen_name_redacted>> from Islamabad, Pakistan. I am healthcare professional working as Deployment Manager for HMIS Software. I have done several online courses but it's only 2nd with Dr. <redacted>.",1,0,1
"Dear <redacted>, why do you think you were taught wrong? Only because the professor told you what you wanted to hear? Because now you are allowed not to use complicated passive structures? I wouldn't be so quick to admit the professor's point of view. All in all, it is not she who would approve your article in some journal. I guess, a great number of them do not share the idea of simplification of your scientific text.",0,0,1
The conventions are not just conventions. Every case of the use of the passive structure should be analysed separately. It's not just the matter of using or not using the passive voice. Every sentence with an active or passive voice dramatically change the mode of comprehension. Sometimes active voice sounds too excessive and contains lots of useless information that one can understand from the context. Though sometimes a passive structure re-direct our attention to the information that is less important in the utterence.,1,0,0
"I think as a writer we can deviate the norms but after deviating the norm do not be surprised that your piece of writing does not sound scientific any more. I mean it looks like a kind of rephrased explanation for a college student._x0007_As for me, I partly disagree with the professor who stands for the simplified structures and simple vocabulary because such methods of re-phrasing she introduced in her lecture are good for a scientific discussion during the conference or a seminar or else. But not for a scientific writing.",1,0,0
Hey Ana! I hope I can ask some questions!_x0007__x0007_How is your masters coming a long? Are you in a study group? Do you have any special field of interest? How experienced did you get in writing during your bachelors?,1,0,1
"Yes, I thought of the same thing. Now I \double-submit\"" just in case, however, when I did only submit once, I did get the bar risen under the progress tab. So that should indicate that you got the results processed.""",1,0,1
"Let's put it this way. In undergrad they might still have to teach you about writing more complex structures and presenting scientific data properly. This compared to the essays you write in high school._x0007__x0007_When I went to H.S. (admittedly >20 years ago) much less emphasis was put on writing \papers\"" than I have a feeling they do now._x0007__x0007_So, it's fine to first learn a level of complexity and then reduce. Maybe the thinking has changed from when these professors went to school - were these writing classes or classes led by scientists?""",1,0,1
Hi_x0007_I'm from Switzerland. I work in the Pharma industry and part of my job is to write/review documents. I enjoyed writing during my academic phase but I want to get better.,1,0,1
